Name,Type,Hours,Accessible,Lat,Long
Specsavers,optician,,,55.9504830,-3.1874084
Schuh,shoes,,,55.9507985,-3.1881221
Premier,convenience,,,55.9457036,-3.1909300
Wood's Deli,deli,,,55.9026428,-3.2873221
bath store,bathroom_furnishing,,,55.9557874,-3.1939338
La Novia,clothes,,,55.9557589,-3.1941385
James Scott,antiques,,,55.9577028,-3.1992123
Ian Dickson Travel,travel_agency,,,55.9576215,-3.1997738
Vans,clothes,,,55.9508285,-3.2046182
Fireplace Design,houseware,,,55.9740506,-3.1894827
Ferry Road Mini Market,convenience,,,55.9744498,-3.1859154
Dunedin Builders Merchants,hardware,,,55.9654070,-3.1919843
David Waddell & Son Ltd,car_repair,,,55.9076910,-3.2580286
Beerhive,alcohol,,,55.9622114,-3.1959434
Black & Lizars,optician,,,55.8939619,-3.0714786
The Wee Bakehouse,bakery,,,55.8950995,-3.0688104
WH Smith,newsagent,,,55.8943906,-3.0704398
Farmfoods,supermarket,,,55.8939053,-3.0709805
Superdrug,chemist,,,55.8934268,-3.0718202
William Hill,bookmaker,,,55.9588888,-3.2114704
Penhaligon's,boutique,,,55.9536319,-3.1976493
Tiso,outdoor,,,55.9230140,-3.3971797
Peffer Paint,paint,,,55.9605719,-3.2562296
Decorum Decor,interior_decoration,,,55.9557826,-3.2585983
Mel Mackey,hairdresser,,,55.9558038,-3.2586685
The Corner Shop,convenience,,,55.9558290,-3.2587294
Blackhall Framing Gallery,art,,,55.9602160,-3.2560261
Sonya Moore,hairdresser,,,55.9605894,-3.2564928
Scotmid,convenience,Mo-Su 07:00-22:00,,55.9761633,-3.2226174
Hairizon,hairdresser,,,55.9761813,-3.2224350
,newsagent,,,55.9761452,-3.2228239
Day-Today,convenience,,,55.9761163,-3.2231328
Forth Store,convenience,,,55.9712837,-3.2424683
Corner Shop,convenience,,,55.9443480,-3.2121609
Glamour Pooch,pet,,,55.9443740,-3.2121122
Barnardo's,charity,,,55.9391289,-3.2274397
Fine Fellas,hairdresser,,,55.9458005,-3.2217189
Eden Aquatics And Reptiles,pet,,,55.9391712,-3.2271024
Drummond,houseware,,,55.9457991,-3.2216087
Caldow,hairdresser,,,55.9460465,-3.2218029
Stamper's Grove,art,,,55.9428985,-3.2111208
Siller & Donaldson,antiques,,,55.9435914,-3.2115809
Benny's,hairdresser,,,55.9436450,-3.2116314
Greggs,bakery,,,55.9453652,-3.1842234
Lidl,supermarket,Mo-Sa 07:00-22:00; Su 08:00-22:00,,55.9455833,-3.1843657
Poundland,variety_store,,,55.9456787,-3.1844972
Mc Coll's,convenience,,,55.9459183,-3.1847508
Hot Head,hairdresser,,,55.9448911,-3.1849785
Tribe Tattoo,tattoo,,,55.9445687,-3.1855914
Digger,gift,,,55.9446994,-3.1853312
Crown Couture,hairdresser,,,55.9456883,-3.2048824
Duncan McLaren,locksmith,,,55.9459248,-3.2041529
Birrell Rainford,optician,,,55.9496046,-3.2121140
Liam Ross,jewelry,,,55.9486702,-3.2142431
Eve Manders,hairdresser,,,55.9499867,-3.2113388
Liggy's Cake Company,confectionery,,,55.9487250,-3.2141218
Hogarth,bag,"Mo-Fr 10:00-17:30, Sa 09:30-17:30",,55.9497491,-3.2116532
Lindsey Gillies,hairdresser,,,55.9487018,-3.2136165
Lily Luna,jewelry,,,55.9487507,-3.2140649
Marina Rinaldi,clothes,,,55.9499273,-3.2114420
Dickson Reid,hairdresser,,,55.9536325,-3.2004827
Pride,hairdresser,,,55.9537653,-3.1999718
Joseph Bonnar,jewelry,,,55.9537264,-3.2001956
Floritalia,florist,,,55.9624730,-3.1962407
Day-Today,convenience,,,55.9533994,-3.2965007
Barrhead Travel,travel_agency,,,55.9600650,-3.2959966
Madison,hairdresser,,,55.9533871,-3.2965592
Gail Stewart,hairdresser,,,55.9595628,-3.3005223
Ballantine Goldie,optician,,,55.9653982,-3.2704022
Care Clean,dry_cleaning,,,55.9653621,-3.2716441
Congratulations,gift,,,55.9653713,-3.2714611
Granger,hairdresser,,,55.9650835,-3.2741226
Hidden Hearing,hearing_aids,,,55.9526689,-3.1971192
Xile,clothes,,,55.9519635,-3.2000637
Argento,jewelry,,,55.9521247,-3.2001646
Dune,shoes,,,55.9519061,-3.2000278
Longstone Convenience Store,convenience,,,55.9251043,-3.2604397
Matthew's Foods,supermarket,,,55.9249456,-3.2543275
Timpson,yes,,,55.9450756,-3.1838725
EE,mobile_phone,,,55.9341422,-3.1041091
Body Shop,beauty,,,55.9331863,-3.1050752
Outfit,clothes,,,55.9328270,-3.1084378
,vacant,,,55.9329799,-3.1074371
Carphone Warehouse,mobile_phone,,,55.9354168,-3.1015628
Bubbles,bathroom_furnishing,,,55.9333285,-3.2103431
Studio One,furniture,,,55.9307676,-3.2096518
soren,furniture,,,55.9306337,-3.2099863
Morningside Travel,travel_agency,,,55.9269763,-3.2094198
Bakery Andante,bakery,,,55.9268573,-3.2094072
Scotcleen,dry_cleaning,,,55.9287693,-3.2092719
Newslink,newsagent,,,55.9253502,-3.2096956
Time & Tide,furniture,"Mo-Sa 10:00-17:00, Su 11:30-16:30",,55.9279284,-3.2091864
Bathstore,bathroom_furnishing,,,55.9317838,-3.2097588
Bruntsfield Sports,sports,,,55.9277908,-3.2091663
Sofa So Good,houseware,,,55.9316849,-3.2097588
Good Food,deli,,,55.9270667,-3.2090586
Home Hardware,hardware,,,55.9292203,-3.2093794
Toys Galore,toys,,,55.9286120,-3.2092561
Johnsons,dry_cleaning,,,55.9257388,-3.2095726
Sony Centre,electronics,,,55.9328142,-3.2102866
Feather & Black,bed,,,55.9318706,-3.2097588
Rifkind & Brophy,optician,,,55.9273116,-3.2090949
Ann Brownlie,shoes,Mo-Sa 10:00-17:00,,55.9272619,-3.2090869
Costcutter,convenience,Mo-Su 06:00-22:00,,55.9287225,-3.2092590
Karine,deli,,,55.9261197,-3.2094713
Browns,optician,"Mo-We 09:00-17:30, Th 09:00-18:30, Fr 09:00-17:30, Sa 09:00-16:00",,55.9549275,-3.1448469
Premier,convenience,,,55.9654900,-3.1551370
McColl's,convenience,,,55.9563517,-3.1381167
Suds R Us,laundry,,,55.9373595,-3.2166365
Merchiston Dry Cleaners,dry_cleaning,,,55.9374403,-3.2160603
beets,alcohol,,,55.9759822,-3.1690710
Premier,convenience,Mo-Su 07:30-22:00,,55.9622946,-3.1791132
Sainsbury's Local,supermarket,Mo-Sa 07:00-23:00; Su 08:00-22:00,,55.9522655,-3.1119404
Londis,convenience,,no,55.9756898,-3.1848562
The Co-operative Food,supermarket,Mo-Su 07:00-23:00,yes,55.9401392,-3.1800633
Mathur's,convenience,,,55.9073664,-3.2566713
General Finishes UK,paint,"10am - 4pm, Monday - Friday.",yes,55.9339443,-3.1453717
Bottledog,alcohol,,,55.9571435,-3.1989266
Kirkliston Garage,car_repair,,,55.9557129,-3.4036796
Krkliston News,convenience,,,55.9562729,-3.4052203
The Entertainer,toys,,,55.9267966,-3.1644354
Game,computer,,,55.9268779,-3.1644281
Peacocks,clothes,,,55.9265181,-3.1644354
O2,mobile_phone,,,55.9266163,-3.1644347
Yours,clothes,,,55.9267126,-3.1644313
Poundworld,variety_store,,,55.9263157,-3.1644689
3 Store,mobile_phone,,,55.9263949,-3.1644633
Shoe Zone,shoes,,,55.9261530,-3.1644682
Holland & Barrett,herbalist,,,55.9262370,-3.1644738
Semi-chem,chemist,,,55.9259192,-3.1644871
Specsavers,optician,,,55.9259836,-3.1644904
Claire's,boutique,,,55.9274376,-3.1641161
Thomson,travel_agency,,,55.9271220,-3.1641273
Optical Express,optician,,,55.9258492,-3.1644904
Boots,optician,,,55.9273114,-3.1641206
Thomson,travel_agency,,,55.9273745,-3.1641183
Barrhead Travel,travel_agency,,,55.9270589,-3.1641296
Thomas Cook,travel_agency,,,55.9269958,-3.1641318
Carphone Warehouse,mobile_phone,,,55.9267239,-3.1640996
EE,mobile_phone,,,55.9267920,-3.1640962
Thorntons,confectionery,,,55.9269327,-3.1641341
Trespass,outdoor,,,55.9265742,-3.1641066
H Samuel,jewelry,,,55.9266596,-3.1641029
Bodycare,chemist,,,55.9262581,-3.1641239
BHS,department_store,,,55.9263849,-3.1641070
New Look,clothes,,,55.9259213,-3.1641306
Blue Inc,clothes,,,55.9264985,-3.1641033
WH Smith,newsagent,,,55.9260670,-3.1641205
Clarks,shoes,,,55.9261843,-3.1641272
Waterstones,books,,,55.9273534,-3.1644654
Card Factory,gift,,,55.9270448,-3.1643992
Laundrette,laundry,,,55.9644055,-3.1774463
best-one,convenience,,,55.9648945,-3.1763252
Greggs,bakery,,yes,55.9807322,-3.1775607
Baby Stork Company,baby_goods,,,55.9813482,-3.1768733
Boscolo,bathroom_furnishing,,,55.9362160,-3.1803214
AP Savile Stores,convenience,,,55.9295570,-3.1757405
Scotmid,convenience,,,55.8695780,-3.0687822
,convenience,,,55.8715494,-3.0567015
Nemo's World,pet,,,55.9567294,-3.1656981
Sainsbury's Local,convenience,Mo-Sa 07:00-23:00; Su 08:00-22:00,yes,55.9405934,-3.2170944
The Harvest Garden,confectionery,,,55.9325997,-3.2102606
,vacant,Mo-Sa 07:30-22:00; Su 08:00-22:00,,55.9225701,-3.2111664
Henderson Wines,alcohol,,,55.9221048,-3.2110397
Addiction,beauty,,,55.9197793,-3.1677163
Elan Hairdressing,hairdresser,,,55.9199138,-3.1677666
Kirkbrae Upholstery,furniture,,,55.9135918,-3.1599863
Orvis,clothes,,,55.9508938,-3.2079778
Scribbler,gift,,,55.9521050,-3.1972333
FOPP,video,,,55.9532324,-3.1949111
STA Travel,travel_agency,,,55.9536174,-3.1977351
Cochrane's Motor Company,car,,,55.9119376,-3.1583394
Day-Today,convenience,,,55.9127494,-3.1590140
Kurlz,hairdresser,,,55.9125410,-3.1588378
Lasswade Newsplus,newsagent,,,55.9124481,-3.1587556
Margiotta Food & Wine,convenience,,,55.9117193,-3.1582602
amplifon,hearing_aids,,,55.9494814,-3.2093440
Johnsons,dry_cleaning,,,55.9514674,-3.2118771
Helen Bateman,bag,,,55.9494435,-3.2119734
Poundstretcher,variety_store,,,55.9496392,-3.2097811
Just G,boutique,,,55.9495130,-3.2117692
Sam Brown,clothes,"Mo-We 10:00-17:30, Th 10:00-18:30, Fr-Sa 10:00-17:30, Su 12:00-17:00",,55.9497154,-3.2117746
Liam Ross,jewelry,,,55.9494816,-3.2118635
McColl's,convenience,,,55.9422426,-3.0513680
Best-one,convenience,,,55.9426602,-3.0509022
Moleta Munro,furniture,,,55.9590802,-3.1911295
Napier,bathroom_furnishing,,,55.9626254,-3.1991981
Canonmills Dry Cleaners,dry_cleaning,,,55.9624228,-3.1994878
Allan Makin & Sons,musical_instrument,,,55.9639406,-3.2020888
,newsagent,,,55.9628815,-3.2003345
Iceland,supermarket,,,55.9579154,-3.1717463
Cornelius,alcohol,,,55.9580738,-3.1717165
20 20 Opticians,optician,,,55.9583357,-3.1721088
Bowdens,clothes,,,55.9591222,-3.1719194
Greggs,bakery,,,55.9591279,-3.1715305
Bayne's,bakery,,,55.9592018,-3.1715098
Scotmid,supermarket,Mo-Su 07:00-22:00,,55.9593198,-3.1714738
Londis,convenience,,,55.9654312,-3.1704482
PK Mashallah,hairdresser,,,55.9658898,-3.1703687
W.I. Reith,car_repair,,,55.9680717,-3.1704052
Logan's Garage,car_repair,,,55.9681286,-3.1705912
Stein's Garage,car_repair,,,55.9682344,-3.1709167
Automotive Automatics,car_repair,,,55.9683458,-3.1712360
MS Garage,car_repair,,,55.9683953,-3.1714004
The Car Doctor,car_repair,,,55.9685572,-3.1717872
Heriothill Garage,car_repair,,,55.9686547,-3.1721210
RS Coachworks,car_repair,,,55.9686961,-3.1722795
Dunwell Coachworks,car_repair,,,55.9687316,-3.1724538
Millers Flooring,hardware,,,55.9675155,-3.1741271
Zabka,convenience,,,55.9662062,-3.1751959
Amir & Sons,convenience,,,55.9334399,-3.1666817
Bookworm,books,,,55.9330965,-3.1661388
Cyrus Barbers,hairdresser,,,55.9336415,-3.1669909
Flamingo Bathrooms,furniture,,,55.9334627,-3.1667296
Muir & Sons DIY Store,doityourself,,,55.9334150,-3.1666306
Salon Fairnington,hairdresser,,,55.9338292,-3.1672580
Shanas,beauty,,,55.9333497,-3.1665544
The Scruffy Dog Co.,pet,,,55.9337425,-3.1671210
Vulcan Gas Services,yes,,,55.9335419,-3.1668256
William Hill,bookmaker,,,55.9332619,-3.1663855
The Nomads Tent,rug,,,55.9432941,-3.1776488
House of Hearing,hearing_aids,,,55.9492178,-3.2109143
Tesco Express,convenience,Mo-Su 06:00-23:00,,55.9504583,-3.2069903
Dingwall Fabrics,curtain;interior_decoration,,,55.9307886,-3.2100583
Cameratiks,photo,Mo-Fr 09:30-17:30; Sa 10:00-17:00,,55.9310326,-3.2101021
Hart's Cyclery,bicycle,,,55.9430349,-3.2893507
KSH,hairdresser,,,55.9430363,-3.2891815
Warners,estate_agent,,,55.9430338,-3.2892744
Day Today,convenience,,,55.8740773,-3.1040752
SimplyFixIt Dalkeith,convenience,Mo-Sa 09:00-18:00,,55.8947571,-3.0686636
Naveco General Store,convenience,,,55.8925325,-3.0573676
Premier,convenience,,,55.8940005,-3.0535320
Capricorn Flowers Limited,florist,,,55.9294736,-3.1756943
Jaxx: Hairdressers and Barbers,hairdresser,,,55.9295028,-3.1757121
Game,computer,,,55.9541657,-3.1885889
Stewart Travel,travel_agency,,,55.9548074,-3.1880809
L'Occitaine,perfume,,,55.9521635,-3.2001889
Verve,clothes,,,55.9518938,-3.2016905
Shakeaway,yes,,,55.9519215,-3.2015213
Day-Today,convenience,,,55.9444757,-2.9553077
Premier,convenience,Mo-Su 06:00-22:00,,55.9442009,-2.9531042
The Avenue Store,convenience,,,55.9274390,-3.1876566
Be Inspired Fibres,health,,,55.9384934,-3.1951736
EZ Sports,sports,,,55.9386296,-3.1952039
Marchmont Gallery,frame,,,55.9381916,-3.1950985
Strutt & Parker,estate_agent,,,55.9501387,-3.2123380
Jan de Vries,health_food,,,55.9383396,-3.1786541
Gamma,bicycle,,,55.9588646,-3.2152487
Stockbridge Kitchen,bakery,,,55.9575707,-3.2076016
Miss Bizio Couture,clothes,,,55.9579794,-3.2066907
The Tide,art,,,55.9580718,-3.1186513
Best-One,convenience,,,55.9576961,-2.9901424
Greggs,bakery,,,55.9591945,-2.9847810
Baynes,bakery,,,55.9595098,-2.9846550
Carpet Rite,carpet,,,55.9460256,-3.2131802
Grove Bedding,bed,,,55.9463153,-3.2156353
Peter Young,carpet,Mo-Fr 09:30-17:30; Sa 09:30-14:30,,55.9463169,-3.2157689
Anita Glasby,optician,,,55.9454129,-3.2341214
Fresh,cakes,,,55.9456389,-3.2341968
British Red Cross,charity,,,55.9591633,-3.2119957
Sainsbury's Local,supermarket,Mo-Su 07:00-23:00,,55.9486187,-3.1870026
Stick Gallery,art,,,55.9300815,-3.1757112
Afrin Barber,hairdresser,,,55.9462653,-3.2001400
Armchair Books,books,,,55.9462803,-3.2000712
Peter Bell Books,books,,,55.9463119,-3.1999342
Owl & Lion,yes,,,55.9463209,-3.1998799
Scottish Pictures,art,,,55.9463309,-3.1998267
Thomson,travel_agency,,,55.9532516,-3.1155356
,supermarket,,,55.9352355,-3.1141567
Day Today,convenience,,,55.9344712,-3.1225423
Mieso Wedliny Wedzonki,butcher,,,55.9700633,-3.1697434
Art Room 32,art,,,55.9751912,-3.1808514
Be Seated,furniture,,,55.9750636,-3.1803471
Bike Craft,bicycle,,limited,55.9752182,-3.1807226
Muse Hair,hairdresser,,limited,55.9750231,-3.1805805
News Trader,convenience,,,55.9340627,-3.1748010
Omni Furnishing,furniture,,,55.9341585,-3.1749308
Saltire Antiques,furniture,,,55.9341066,-3.1748749
Andrew Stout Kitchens,kitchen,,,55.9439109,-3.2189520
Scotbet,bookmaker,,,55.9438084,-3.2192069
Victorian Heart Tattoo Studio,tattoo,,,55.9438390,-3.2191308
Eastfield Newsagent General Store,convenience,,,55.9467075,-3.0803276
edinburgh property management,estate_agent,,,55.9516440,-3.2127464
Executive Dry Cleaners,dry_cleaning,,,55.9448784,-3.2179058
Edinburgh Golf Centre,sports,,,55.9444482,-3.2181930
High Spirit Drinks,convenience,,,55.9441246,-3.2185117
Mr Man,hairdresser,,,55.9272475,-3.1643483
fone customize,mobile_phone,,,55.9272255,-3.1641251
Belle Cheveaux,hairdresser,,,55.9258128,-3.1833717
The Paint Shed,paint,,,55.9258981,-3.1838089
Floor Coverings International,trade,,,55.9262223,-3.1859274
Craiglea Clocks,yes,,,55.9226157,-3.2111359
Edinburgh News,convenience,,,55.9217043,-3.2112680
Harmonious & Healthy Chinese Clinic,yes,,,55.9223608,-3.2108570
LA hair solutions,hairdresser,,,55.9223408,-3.2113258
Wright of Comiston,greengrocer,,,55.9220591,-3.2110785
2's Company,hairdresser,,,55.9219666,-3.2111231
Angelica Flowers,florist,,,55.9896188,-3.3935665
Sea Kist,antiques,,,55.9896148,-3.3940510
Town Cryer,convenience,,,55.9896648,-3.3944829
,vacant,,,55.9896029,-3.3937427
words&pictures,art,,,55.9896068,-3.3939615
Mr Fella,hairdresser,,,55.9550662,-3.4010196
Ladbrokes,bookmaker,,,55.9160121,-3.2847898
Top Cellar,beverages,,,55.9159645,-3.2850021
William Hill,bookmaker,,,55.9159883,-3.2848950
House of Hound,pet,,,55.9455544,-3.2350067
The Cycle Service,bicycle,Mo-Fr 08:00-19:00; Sa 09:00-19:00,,55.9460189,-3.1819732
Greggs,bakery,,,55.8757291,-3.1067740
Aytouns,bakery,,,55.8756734,-3.1067338
,convenience,,,55.9236249,-3.1749240
Salon Sixty Nine,hairdresser,,,55.9127100,-3.1067482
Barber Inc,hairdresser,,,55.9304776,-3.1760554
Smith Bakery & Deli,deli,,,55.9303453,-3.1759564
,convenience,,,55.9306338,-3.1761609
Denis Equi,hairdresser,,,55.9148676,-3.1652668
Goodfellow & Steven,bakery,,,55.9148390,-3.1652277
Gwenne,bridal,,,55.9146397,-3.1649963
Liberton Flowers,florist,,,55.9147866,-3.1651681
"Liberton Food, News & Wine",supermarket,,,55.9145806,-3.1649266
Paper Rack,convenience,,,55.9146817,-3.1650473
Scotmid Co-operative Funeral Directors,yes,,,55.9147256,-3.1650933
Simply Clintons,card,,,55.9271568,-3.1641288
,vacant,,,55.9271987,-3.1643902
Blinds,curtain,,,55.9435168,-3.1831485
Cancer Research UK,yes,,,55.9414096,-3.1811702
Bottle Baron,alcohol,,,55.9418730,-3.1816242
Capital Newsagents,newsagent,,,55.9426551,-3.1824142
Choco-latte,confectionery,,,55.9406566,-3.1805231
Cleaning Centre,laundry,,,55.9413736,-3.1811369
Drum Central,musical_instrument,,,55.9419317,-3.1816824
Dry Cleaners,dry_cleaning,,,55.9387816,-3.1790144
Edinburgh Bakehouse,bakery,,,55.9376474,-3.1780108
Edinburgh Bargain Stores,variety_store,,,55.9432966,-3.1829608
Edinburgh Fabrics,fabric,,,55.9431631,-3.1828471
Eva's,hairdresser,,,55.9424366,-3.1822280
First Class Butchers,butcher,,,55.9425272,-3.1823052
Food for Thought,convenience,,,55.9435732,-3.1832129
Greggs,bakery,,,55.9414683,-3.1812245
H&T Pawnbrokers,pawnbroker,,,55.9451070,-3.1839065
Hifi & Video Repair Services,hifi,,,55.9415110,-3.1812640
KHD,hairdresser,,,55.9413110,-3.1810790
Cascade Juggling,yes,,,55.9420746,-3.1818242
Love Hate Tattoo,tattoo,,,55.9381075,-3.1784384
Lu's Tailor,tailor,,,55.9418376,-3.1815891
Newington Stationers,stationery,,,55.9410478,-3.1808355
Old and Newington,antiques,,,55.9386567,-3.1789132
Pace Print,copyshop,,,55.9412734,-3.1810442
Ruby Rouge,hairdresser,,,55.9429610,-3.1826749
Sainsbury's Local,supermarket,Mo-Su 07:00-23:00,yes,55.9407885,-3.1806196
The Barber,hairdresser,,,55.9389068,-3.1791158
Tanz,tanning_salon,,,55.9403211,-3.1802060
The Edinburgh Framing Company,frame,,,55.9379055,-3.1782507
The Finishing Touch,boutique,,,55.9430343,-3.1827374
The Tan Stand,tanning_salon,,,55.9395829,-3.1796088
Twice as Nice,clothes,,,55.9382782,-3.1785970
William Hill,bookmaker,,,55.9425835,-3.1823532
William Hill,bookmaker,,,55.9449628,-3.1837698
Wood Winters wines and whiskies,alcohol,,,55.9377634,-3.1781186
Your Store,convenience,,,55.9393382,-3.1793990
baberfella,hairdresser,,,55.9382359,-3.1785577
brew store,alcohol,,,55.9396658,-3.1796798
AA Bargain Store,mobile_phone,,,55.9415974,-3.1813439
savers,variety_store,,,55.9492406,-3.2099228
Backtracks,music,,,55.9432139,-3.2024855
Cowan Print,copyshop,,,55.9430993,-3.2022568
Tesco Express,convenience,,,55.9331366,-3.2607443
Greggs,bakery,,,55.9331816,-3.2608758
Real Foods,convenience,Mo-Th 08:30-18:00; Fr 08:30-17:00; Sa 09:00-17:00,,55.9436030,-3.2026816
Marchmont Garage No 1,car_repair,,,55.9350062,-3.1946275
Interiors Scotland,interior_decoration,,,55.9630302,-3.2006042
Edinburgh Tile Studio,interior_decoration,,,55.9630830,-3.2006999
The Edinburgh Fringe,hairdresser,,,55.9629101,-3.2003863
A&A Stadios,hairdresser,,,55.9637625,-3.2017715
Aurora Books,books,,,55.9637043,-3.2016920
Duncan & Reid Antiques,antiques,,,55.9636829,-3.2016627
Edinburgh Clothing Company,clothes,,,55.9490409,-3.1872195
Flight Centre,travel_agency,,,55.9506291,-3.1880368
Global News,newsagent,,,55.9490931,-3.1872467
House of Cashmere,gift,,,55.9507086,-3.1880769
Ladbrokes,bookmaker,,,55.9462792,-3.1855698
Ladbrokes,bookmaker,,,55.9508634,-3.1881548
Mode,hairdresser,,,55.9454082,-3.1847351
Netversal,computer,,,55.9482499,-3.1867878
Heritage of Edinburgh,gift,,,55.9493927,-3.1874028
Ripping Records,music,,,55.9489647,-3.1871798
Ryman,stationery,Mo-Fr 09:00-18:00;Sa 10:00-18:00;Su 11:30-17:00,,55.9469052,-3.1861162
Shoe Zone,shoes,,,55.9488953,-3.1871437
Tailor Stop,tailor,,,55.9457184,-3.1850069
The Scotland Shop,gift,,,55.9496051,-3.1875079
Yekta,clothes,,,55.9491480,-3.1872753
A&E Locksmiths,locksmith,,,55.9440931,-3.1838026
Apothecary,herbalist,,,55.9419268,-3.1821479
Bailey's Barber Shop,hairdresser,,,55.9420570,-3.1822682
Barbers 3-2-1,hairdresser,,,55.9428372,-3.1830984
Barnardo's,charity,,,55.9419579,-3.1821802
best-one,convenience,,,55.9420164,-3.1822211
Bona Deli,convenience,,,55.9397857,-3.1803565
Bonningtons,bakery,,,55.9415944,-3.1818222
Browns,optician,,,55.9424135,-3.1826485
Cobblers Key,locksmith,,,55.9404332,-3.1808661
Ladbrokes,bookmaker,,,55.9389843,-3.1797491
Leslie Deans & Co,estate_agent,,,55.9436202,-3.1836611
Letslet,estate_agent,,,55.9427925,-3.1830599
Medusa,hairdresser,,,55.9403582,-3.1808148
Metro Barbers,hairdresser,,,55.9406600,-3.1810459
Mobile Phone & Computer Repair Centre,computer,,,55.9414535,-3.1816705
Natural Foods etc.,wholefoods,,,55.9418304,-3.1820570
Polo Deli,deli,,,55.9423617,-3.1825905
Record Shack,music,,,55.9416285,-3.1818508
Stitch Master,tailor,,,55.9420860,-3.1822958
The Wee Boulangerie,bakery,,,55.9416532,-3.1818741
,vacant,,,55.9439796,-3.1837552
User 2,computer,,,55.9410414,-3.1812990
Warners,estate_agent,,,55.9428674,-3.1831497
William Hill,bookmaker,,,55.9392588,-3.1799848
Earlston Convenience Store,convenience,,,55.9574167,-3.1679055
,supermarket,,,55.9196790,-3.2957655
A & M Methven,hairdresser,,,55.9196939,-3.2950193
Cash Generator,pawnbroker,,,55.9482071,-3.1863757
Forbidden Planet,toys,,,55.9485272,-3.1865249
Jacob,bakery,,,55.9484509,-3.1864893
Mace,convenience,,,55.9484213,-3.1864755
Kissa,hairdresser,,,55.9380493,-3.2916343
Top Tan,tanning_salon,,,55.9380227,-3.2915686
M&S Simply Food,convenience,"Mo,Tu 06:30-21:00; We-Fr 06:30-22:00; Sa 07:00-21:00; Su 09:00-21:00",,55.9456280,-3.2189655
Bamboo Boutique,beauty,,,55.9603838,-3.2017480
Knights Barber,hairdresser,,,55.9604036,-3.2016028
Licks Cake Design,bakery,,,55.9603970,-3.2016509
Ling Ling Massage,massage,,,55.9597854,-3.2057192
The Colour Room,beauty,,,55.9599536,-3.2059947
Bacco Wine,alcohol,,,55.9600797,-3.2009864
Blue,hairdresser,,,55.9599396,-3.2009163
Trigg,hairdresser,,,55.9603153,-3.2011043
Zen Kichen,kitchen,,,55.9600939,-3.2009935
Edina Paint Co,paint,,,55.9558065,-3.2023083
Futur Property Auctions,estate_agent,,,55.9564912,-3.2026728
Gamefish,fishing,Mo-Fr 09:30-17:30; Sa 10:00-17:00,,55.9556278,-3.2022150
Handbag Heaven,bag,,,55.9565240,-3.2026895
Sally,hairdresser,,,55.9563708,-3.2026114
George Pirie Antiques,furniture,,,55.9562104,-3.2025298
Urban,hairdresser,,,55.9565548,-3.2027051
Allan K Jackson Antiques,antiques,,,55.9380847,-3.1811015
Bygone,antiques,,,55.9381279,-3.1811366
Day-Today Express,convenience,,,55.9388961,-3.1816722
Lorraine Graham Flowers,florist,,,55.9383725,-3.1813113
Majestic Wine Warehouse,alcohol,,,55.9384843,-3.1813183
The Bethany Shop,charity,,,55.9393704,-3.1819547
Hair Joy,hairdresser,,,55.9430364,-3.1843953
Pan Pan Bridal,boutique,,,55.9431494,-3.1844452
Development Direct,kitchen,,,55.9444404,-3.2177942
A Cunningham,fabric,,,55.9324931,-3.1403327
Afrin Barbers,hairdresser,,,55.9325848,-3.1392781
Amir & Son,convenience,,,55.9324842,-3.1404246
Green House,yes,,,55.9326424,-3.1387278
Greggs,bakery,,,55.9325122,-3.1401027
Niddrie Bargain Store,convenience,,,55.9326531,-3.1386228
Polish Delicatessan,deli,,,55.9324651,-3.1406106
Shhh Hair & Beauty,hairdresser,,,55.9325234,-3.1399767
Switch On Repairs,electronics,,,55.9325730,-3.1393801
William Hill,bookmaker,,,55.9327931,-3.1375571
iSee,optician,,,55.9326374,-3.1388008
,vacant,,,55.9326927,-3.1359176
,vacant,,,55.9327204,-3.1361042
Barber,hairdresser,,,55.9437970,-3.2186244
Dalry hair stylists,hairdresser,,,55.9438450,-3.2185104
M&D Caledonian,newsagent,,,55.9439539,-3.2182518
Torrance Gallery,art,,,55.9574672,-3.1996888
Allan Smith,bakery,,no,55.8780877,-3.1488659
Gregg's,bakery,,,55.8781101,-3.1485210
Joe's Convenience Store,convenience,,,55.8783838,-3.1489008
One to One,beauty,,,55.8788118,-3.1495227
PC Clinic,computer,,,55.8785773,-3.1495610
R Brown & Son,butcher,,,55.8781561,-3.1485785
Scotbet,bookmaker,,,55.8780359,-3.1483955
Scotmid Co-op,convenience,,yes,55.8782196,-3.1490645
Traditional Turkish Barbers,hairdresser,,,55.8781922,-3.1486360
Urban Beauty,beauty,,,55.8780075,-3.1487509
Doggone Purrfect,pet,,,55.9660271,-3.1760170
Jack's Grooming,pet,,,55.9119662,-3.1635381
Liberton Convenience Store,convenience,,,55.9120080,-3.1635395
In Vision,video,,,55.9254360,-3.2596683
Ladbrokes,bookmaker,,,55.9251467,-3.2601075
Short & Curley's,hairdresser,,,55.9253887,-3.2599126
Costcutter Sighthill,convenience,,,55.9227703,-3.2865579
Halo's Hair Design,hairdresser,,,55.9243298,-3.2777424
Ladbrokes,bookmaker,,,55.9224356,-3.2865528
Premier,convenience,,,55.9243575,-3.2776247
RS McColl,newsagent,,,55.9226471,-3.2867767
Tan Stand,beauty,,,55.9244111,-3.2773978
William Hill,bookmaker,,,55.9243862,-3.2775001
At The Coast,beauty,,,55.9513674,-3.1084348
